Name, Start_Time, End_Time, Flags
Omega, 7:00 am, 10:30 am, true|
Omega, 11:00 am, 11:30 am, true|
Omega, 12:00 pm, 12:30 pm, true|
Omega, 1:00 pm, 1:30 pm, true|
