Name, Start_Time, End_Time, Flags
Zeta, 7:00 am, 10:30 am, true|
Zeta, 11:00 am, 11:30 am, true|
Zeta, 12:00 pm, 12:30 pm, true|
Zeta, 1:00 pm, 1:30 pm, true|
