Name, Start_Time, End_Time, Flags
Ion, 7:00 am, 10:30 am, true|
Ion, 11:00 am, 11:30 am, true|
Ion, 12:00 pm, 12:30 pm, true|
Ion, 1:00 pm, 1:30 pm, true|
